0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
761,250,2112,3193,4595,1848,4332,671,3510,2877,2106,33,3121,4719,2868,1860,973,2752,702,3485,2734,565,1962,3616,3507,4169,3549,4941,1716,772,426,2918,3127,1635,2079,2997,4485,1258,3479,2441,2640,394,1721,3321,3027,163,816,172,3811,1113,2797,3690,429,2249,4941,1247,2948,664,4928,2941,4830,3838,582,4178,3755,1398,2563,1842,1422,3488,594,738,140,4273,1289,3783,1649,4402,4685,466,494,3674,4094,2415,2739,4873,1686,3456,4971,1133,4149,113,3590,414,4339,3174,2629,2558,646,3692
3275,994,1650,1508,789,100,2274,3938,2956,3093,4361,3012,3597,2362,1324,3034,4505,3030,2685,3554,3759,4935,261,2377,1786,111,131,770,2219,466,2325,437,2124,2828,4444,2519,3567,3670,707,2737,4642,4574,2067,903,4435,1573,2191,539,123,675,2438,1265,2321,4537,709,3482,1421,4006,3951,2819,4963,4247,1930,3251,1086,1078,3138,1609,4627,4065,569,2639,1921,690,741,4853,1073,1981,1366,1771,295,2580,4431,3237,661,1143,671,1053,3133,4083,1811,146,4492,4351,3876,1444,1330,1835,3125,4541
656,2561,157,220,841,3088,4571,2655,2640,1955,2425,1764,4256,3341,273,990,1558,2106,2143,2865,1640,2614,597,3321,659,2701,2334,296,639,4568,449,385,3772,4887,924,1306,1533,4733,4432,3689,3956,4953,941,777,869,2890,2418,1814,539,1274,4423,2267,818,330,4620,80,920,2124,4935,1646,532,1382,2527,1062,2746,453,1448,1012,3601,4973,1665,382,347,1105,4282,1538,2671,1454,4157,2548,1269,80,2599,532,4788,458,790,1722,4010,2531,1588,447,509,3576,1005,4422,2602,3337,3341,3907
3706,1477,4423,211,2799,4623,1322,3177,3448,4334,622,137,3032,3482,4746,4884,553,220,3800,3287,3469,2901,2260,976,950,2270,2932,2406,375,3012,4882,1164,1961,3931,1363,591,4576,2699,4494,3932,2640,1698,3523,609,2587,1244,2334,525,2284,428,4001,2464,1981,1033,1066,2293,2979,1974,1311,546,3356,2009,1368,1654,2298,1175,1756,334,492,4654,4614,1036,1539,2970,1186,4967,881,2840,3538,778,111,4079,3818,141,3211,1,4988,2110,1769,2151,3568,542,2216,1164,328,1458,1719,1644,4213,4589
4489,3809,4182,4524,2836,2783,4440,4005,3995,3654,3121,2657,4652,1781,1771,2597,2755,4282,272,61,2962,4103,4594,284,4543,4784,4670,4723,4818,899,3442,722,628,4899,4646,4813,2083,2995,1531,559,4561,2063,1465,196,2329,4965,407,843,2158,3197,4869,213,3399,2014,3195,764,911,4947,4481,1210,1369,3596,3632,4822,394,4810,3781,3593,1967,3709,2293,3456,1717,4041,1329,1865,3367,1429,693,4974,4573,4831,2802,33,3041,439,382,3466,1030,708,2806,1965,1348,896,4078,669,2185,36,290,3798
4411,1511,1248,2870,452,4977,3312,479,2736,291,1354,2490,4259,4227,4956,4849,1544,2532,1119,1867,731,1150,1298,660,1012,4467,142,816,4612,2080,2082,3081,3754,3531,1683,4033,4120,441,3912,2476,3166,3830,3513,3431,3021,1426,2846,784,54,516,3083,4440,4131,2666,2000,4611,3151,3354,419,1976,3665,3851,2591,965,4211,4,2796,2907,2757,1416,277,1518,2867,464,2816,45,1217,4836,1800,4509,3938,877,810,2362,3818,4602,4133,1762,1527,353,65,1323,1277,429,774,1171,4531,4895,2498,1733
4021,4875,377,1862,3184,1578,2113,1403,4487,2527,1866,3641,2816,2317,3929,389,128,2272,1107,1434,4891,1227,3347,2214,2624,378,1044,4660,2675,4083,1083,2622,1379,1681,1166,4446,3805,4308,1047,3820,1299,3825,471,2605,4687,3524,711,4860,3469,278,3031,262,1372,330,3583,4395,830,1869,1947,1429,3662,1698,244,799,3927,4925,2867,3157,2450,519,3320,1229,847,3190,1423,2627,2049,3947,3888,1997,622,4946,2034,1116,2098,2001,4715,3983,4204,2918,4683,454,2972,1269,3080,1374,2217,1529,3512,2715
544,4488,3957,4985,1765,4459,2855,2491,2793,4274,4076,78,2282,4070,3309,1776,3132,1255,87,1480,3362,3076,4817,3264,634,1386,4144,3047,1851,4183,2927,2855,1761,3030,1344,4101,1302,4940,2462,1644,2286,1275,4132,2063,2591,4981,4021,4248,3856,3560,4693,1950,4541,3052,1057,3145,794,3768,2359,3845,2498,750,1378,3536,4540,845,4799,3944,4337,3068,2829,1496,1002,4923,4170,2485,2788,3707,3014,2729,4348,2586,1756,1811,3519,4734,3781,960,2455,3413,1487,1798,2771,2841,3946,290,3571,814,770,355
1184,3335,4298,4836,4376,1161,688,1270,3721,2140,4115,2789,3745,1049,757,4306,1966,4224,1771,132,101,1026,2902,4396,815,800,2119,101,2216,2399,2347,3959,1266,1255,35,2387,4642,3397,2605,2099,4381,4884,1876,4974,2377,1450,4850,2686,1526,2990,4024,3262,2360,3609,1843,3243,218,76,3858,1704,3636,4118,2662,1282,1379,168,4578,4583,3190,3772,65,3485,1942,3699,1649,454,4139,118,4845,1198,664,2556,717,1509,769,132,3933,3398,4692,2906,1763,394,4499,2299,5,2574,2557,185,652,944
3241,3977,2115,2913,1666,2669,47,4831,4288,3238,4256,2622,1656,3991,750,1185,2080,3095,2753,4677,4126,849,3988,2345,2133,3096,931,3445,3883,517,2919,3598,543,2174,1560,2204,941,4230,103,1811,2573,153,944,681,1024,519,3623,3059,2425,2498,816,2822,1259,4591,1339,1108,3496,1584,1743,2699,3242,1634,811,881,3489,889,3626,4192,335,3410,4487,20,2045,4968,1339,4670,4386,988,1144,4545,1787,3173,3472,2651,4445,4539,4152,202,942,1007,4037,3253,4597,694,3360,1703,307,1740,1086,1338
3876,4118,1168,3359,3407,2978,977,455,1234,4471,876,3268,4033,400,92,2681,4066,1586,3426,3006,2005,3898,3104,1907,3021,2348,3237,1854,472,2929,4179,4153,556,1407,184,2624,1912,597,1823,97,4137,2731,4708,4682,2538,3871,928,4023,495,1493,2019,3636,4018,1989,4172,2132,4700,4905,4290,3628,2738,3895,4505,4307,171,3611,3458,1765,2943,1375,3637,332,278,2431,4216,138,4385,4759,860,2082,1463,3880,1708,3858,344,31,79,3811,2083,3219,3844,642,4093,3830,3903,2605,1392,4543,306,4326
2885,4792,48,3598,1233,1809,1622,2986,3878,1806,1378,1174,2061,3564,3248,3397,1252,2522,2304,4103,24,418,3288,890,1728,1983,2570,1481,1013,4417,3571,4548,4237,1861,1628,56,3152,1521,1338,74,3147,224,3993,182,4395,3801,2965,728,1484,442,4517,1210,2259,4007,155,4803,728,4579,1973,4743,2276,3852,1698,4218,2722,4300,3978,4412,2746,1081,3407,4243,709,1931,1102,2183,2383,3491,1814,1603,2198,4934,2616,3503,2353,2191,4488,2541,2362,4194,3210,2632,856,88,1238,4546,1157,2142,1134,2635
2232,4835,399,41,687,3856,4749,2530,2007,2785,190,1550,1736,3961,2014,2753,1983,2586,4820,1374,3375,3895,4677,4164,805,2983,1100,1563,2773,1616,1515,1241,3211,1403,1604,4361,3065,4548,3864,4517,2672,2432,2269,4279,543,307,3102,392,221,3224,4587,3939,732,2916,3099,496,4357,1433,253,2925,3295,1036,3658,644,3150,2825,1621,658,293,2193,1099,1330,1828,1803,3085,4183,2527,3754,3263,4589,3346,3863,3706,4869,886,4597,2126,2197,174,4001,254,1941,2798,4682,1337,2606,1153,120,2958,1716
2529,1332,671,636,1005,3996,2269,3878,1009,3396,2144,92,2675,2912,593,4314,4764,4607,4980,1206,2765,3793,1342,1552,3646,2484,837,1737,4060,3919,1377,4679,1893,1987,1826,322,4858,4042,2550,1548,4889,4592,735,3527,4311,878,867,4882,4228,1950,1546,3380,188,1549,3450,2051,4118,4834,2492,3204,2820,1955,4747,3335,3919,2583,3492,4599,180,3125,3736,907,2182,42,2066,3387,3671,4976,1372,2296,1320,2658,3471,588,3087,641,4188,3982,3218,3323,4938,2768,2040,3848,2120,2702,4011,4150,1367,1108
3679,3445,985,2893,45,214,3156,1839,1908,2660,1321,1586,3509,3060,227,596,2540,4867,4771,1912,1532,901,1914,3642,1243,2349,4242,2879,4229,2493,3422,1197,2041,1967,3986,1907,3685,3994,3667,888,1254,4902,623,1843,2432,818,4576,3054,3488,1131,1225,3233,1489,3095,792,3397,3302,2145,2309,3829,3987,2155,1364,942,4669,636,3178,735,4669,545,2921,4871,3051,2663,1219,1203,2827,4744,4536,1680,5,3202,2010,202,4379,3007,4239,2084,336,1563,10,3913,1856,2275,1833,2576,2878,2307,2631,181
2,190,4100,3939,2521,4867,238,1021,3439,3260,1692,1285,3850,1804,3623,177,733,4478,4012,339,288,4518,4531,4105,3408,1794,4952,1188,2006,2960,677,1124,3698,3832,3603,3853,4506,3351,3990,1384,1639,144,2758,3923,1767,76,3706,4609,3117,33,3526,364,4670,4748,2278,3259,3233,1949,4064,2965,3027,2081,1780,3387,1698,776,71,3808,2070,4707,385,1651,4524,4862,4619,526,2501,2258,4411,2967,296,1817,3354,4449,372,3570,2908,1208,1945,2916,4191,4187,2138,2188,1273,1011,308,1332,3599,3392
